epoch,train_loss,train_acc,val_top1,val_top5,val_raw_top1,val_ema_top1,val_selected_source,best_val_top1,lr,epoch_time_sec,loss,loss_params
49,2.459942822561159,63.53253777472528,65.556,86.372,62.146,65.556,ema,65.556,0.055774674106160826,1416.8023040294647,ce,{}
50,2.448983754495998,63.855855082417584,64.422,85.692,61.93,64.422,ema,65.556,0.05412942598394388,1404.0666222572327,ce,{}
51,2.438838451196859,64.0576923076923,64.466,85.934,62.736,64.466,ema,65.556,0.052479662941783786,1597.6486535072327,ce,{}
52,2.4245178002577563,64.37354052197803,66.462,86.996,62.692,66.462,ema,66.462,0.050827188971345534,1633.0132842063904,ce,{}
53,2.4109019499820667,64.73849587912088,65.748,86.214,63.34,65.748,ema,66.462,0.04917381102865446,1654.7783596515656,ce,{}
54,2.3992806342538895,64.96900755494505,64.05,85.458,64.05,63.524,raw,66.462,0.04752133705821623,1694.9385256767273,ce,{}
55,2.3869284622485822,65.32228708791209,66.038,86.542,64.156,66.038,ema,66.462,0.04587157401605613,1647.8361279964447,ce,{}
56,2.3739178939704058,65.64019574175825,67.398,87.476,63.412,67.398,ema,67.398,0.044226325893839194,1688.6970558166504,ce,{}
57,2.3594742348691917,65.97802197802197,68.122,87.97,65.232,68.122,ema,68.122,0.04258739174623176,1669.5913243293762,ce,{}
58,2.347442432537184,66.27180631868131,66.698,87.06,64.834,66.698,ema,68.122,0.04095656372366168,1690.2460947036743,ce,{}
59,2.3338935218538555,66.62070741758242,67.374,87.436,65.574,67.374,ema,68.122,0.03933562511262804,1687.647213935852,ce,{}
60,2.3192554493526836,66.99210164835165,66.356,86.772,65.264,66.356,ema,68.122,0.03772634838570362,1656.0473437309265,ce,{}
61,2.30458687712858,67.2972184065934,66.452,86.95,65.768,66.452,ema,68.122,0.036130493263362165,1670.7319762706757,ce,{}
62,2.2863969012800154,67.69685782967034,67.732,87.916,66.256,67.732,ema,68.122,0.03454980478974984,1655.1590065956116,ce,{}
63,2.2716499942344623,68.11444024725274,66.642,86.674,66.236,66.642,ema,68.122,0.03298601142450507,1679.579619884491,ce,{}
64,2.2589407155146968,68.41268887362638,67.624,87.828,66.772,67.624,ema,68.122,0.031440823152713425,1677.1655530929565,ce,{}
65,2.2436987711702074,68.79867788461539,68.464,87.958,66.342,68.464,ema,68.464,0.029915929615063865,1668.7196998596191,ce,{}
66,2.227160825912769,69.24871222527473,67.86,87.932,67.86,65.88,raw,68.464,0.028412998260251534,1701.7689907550812,ce,{}
67,2.208387105006438,69.68054601648352,68.248,87.862,68.248,65.838,raw,68.464,0.026933672521647113,1721.0227046012878,ce,{}
68,2.1940992413248335,70.06301510989012,68.66,88.176,68.66,67.6,raw,68.66,0.025479570020226515,1699.511702299118,ce,{}
69,2.174643366114124,70.609375,68.616,88.348,68.616,66.974,raw,68.66,0.024052280795726137,1659.880051612854,ce,{}
70,2.159700907075798,70.91277472527473,68.84,88.5,68.84,68.358,raw,68.84,0.022653365567957735,1644.9340643882751,ce,{}
71,2.1425613274941075,71.32486263736264,68.748,88.43,68.748,65.89,raw,68.84,0.02128435403018417,1635.9558436870575,ce,{}
72,2.123544795919251,71.78854739010988,69.214,88.61,69.214,68.19,raw,69.214,0.019946743176422393,1636.5474722385406,ce,{}
73,2.1048954946130185,72.2967032967033,69.786,88.91,69.786,67.734,raw,69.786,0.018641995664502392,1624.2788002490997,ce,{}
74,2.0857180519549403,72.76330700549451,70.086,89.148,70.086,68.214,raw,70.086,0.017371538216672335,1639.02405834198,ce,{}
75,2.0661409823318104,73.2967032967033,70.754,89.424,70.754,64.518,raw,70.754,0.016136760059498777,1631.3214824199677,ce,{}
76,2.0466262793540952,73.7920673076923,70.672,89.394,70.672,66.248,raw,70.754,0.014939011404767713,1624.0247576236725,ce,{}
77,2.0266973214752073,74.34177541208791,70.736,89.388,70.736,64.526,raw,70.754,0.013779601973047954,1593.9384677410126,ce,{}
78,2.0096519589686133,74.7418440934066,72.03,90.046,72.03,65.538,raw,72.03,0.01265979956153082,1599.652414560318,ce,{}
79,1.984210337321837,75.40032623626374,71.786,89.972,71.786,68.088,raw,72.03,0.011580828657712476,1604.1596081256866,ce,{}
80,1.964942140697123,75.90539148351648,72.024,90.152,72.024,64.4,raw,72.03,0.01054386910043503,1588.0419862270355,ce,{}
81,1.9425528414825817,76.46634615384616,72.872,90.522,72.872,65.344,raw,72.872,0.009550054789749825,1594.6960225105286,ce,{}
82,1.9214899454274021,77.07537774725274,72.792,90.594,72.792,67.014,raw,72.872,0.008600472447014576,1590.8767063617706,ce,{}
83,1.8995489870977926,77.6459478021978,73.31,90.774,73.31,65.734,raw,73.31,0.007696160426579449,1604.9954283237457,ce,{}
84,1.8762671144192036,78.31593406593407,73.546,90.81,73.546,68.79,raw,73.546,0.006838107580361787,1612.5892157554626,ce,{}
85,1.8554364230737581,78.85233516483517,73.878,91.164,73.878,65.722,raw,73.878,0.006027252176551158,1661.1222801208496,ce,{}
86,1.832296486398676,79.48291552197803,73.986,91.234,73.986,68.674,raw,73.986,0.005264480873626739,1635.3142867088318,ce,{}
87,1.8084800810866304,80.11392513736264,74.536,91.39,74.536,69.402,raw,74.536,0.004550627750809412,1644.2437710762024,ce,{}
88,1.7863257777821886,80.77850274725274,75.076,91.514,75.076,70.334,raw,75.076,0.0038864733960082528,1647.2224221229553,ce,{}
89,1.764211147080411,81.3858173076923,75.168,91.602,75.168,68.678,raw,75.168,0.0032727440522592527,1625.6870331764221,ce,{}
90,1.7429338525546776,81.98806662087912,75.6,91.914,75.6,70.442,raw,75.6,0.0027101108235891196,1656.0463807582855,ce,{}
91,1.7233543018849342,82.54807692307692,75.748,92.028,75.748,72.664,raw,75.748,0.002199188941172886,1666.1304771900177,ce,{}
92,1.7022787574752347,83.1377918956044,76.14,92.068,76.14,72.102,raw,76.14,0.0017405370905877113,1640.2257165908813,ce,{}
93,1.6841131207707165,83.66474931318682,76.166,92.236,76.166,73.84,raw,76.166,0.0013346568008983375,1514.2483744621277,ce,{}
94,1.667605571786126,84.11538461538461,76.396,92.394,76.396,74.44,raw,76.396,0.00098199189624247,1503.2001667022705,ce,{}
95,1.6534776585966675,84.5206043956044,76.514,92.386,76.514,75.73,raw,76.514,0.0006829280105155855,1479.6734817028046,ce,{}
96,1.6419272902771667,84.85164835164835,76.682,92.44,76.682,75.894,raw,76.682,0.00043779216568590396,1503.6610400676727,ce,{}
97,1.6327631502754085,85.15650755494505,76.652,92.568,76.652,76.176,raw,76.682,0.00024685241420070183,1514.6246337890625,ce,{}
98,1.6257837820970096,85.34220467032966,76.766,92.604,76.766,76.534,raw,76.766,0.00011031754587488268,1524.916515827179,ce,{}
99,1.6214505893974513,85.47295673076923,76.838,92.58,76.838,76.646,raw,76.838,2.8336859582368024e-05,1571.0316371917725,ce,{}
100,1.6195311947445292,85.58284684065934,76.844,92.63,76.844,76.756,raw,76.844,1e-06,1659.4500975608826,ce,{}
